,text,y
1111,"Минус один, он же плюс. Как посмотреть. Размер его при работе с ним очень шикарный. Но не в любой карман можно его положить.",0
1112,Средняя по возможностям камера. ,0
1113,Недостатков нет,0
1114,"Из минусов, корпус скользкий, носить только в чехле, из-за чехла скрывается дизайн телефона.",0
1115,Ни одного не заметил. ,0
1116,"Немного кажется тяжеловат, но это только в первый момент. Потом привыкаешь и это совсем не ощутимо и не критично. Плюсов намного больше. ",0
1117,"Внешний вид довольно спорный, в отличие от полноразмерного xz2 не выглядит премиально, но качество материалов отличное. ",0
1118,"1) При подключённых наушниках или включённой громкой связи, микрофон почему-то надеется на гарнитуру наверное, перестаёт в достаточной мере передавать звук, собеседник перестаёт Вас слышать.2) переходник с USB на наушники очень хорошо, но как заряжать?3) замедленная съемка, возможно я не умею пользоваться, но по времени 2 секунды мало. ",0
1119,Я не с первого раза нашел замену потерянному переходнику на наушники ,0
1120,Нет.,0
1121,"Не самый емкий аккумулятор, но на день хватает",0
1122,Не самый громкий динамик,0
1123,"Очень маленький сенсор отпечатков пальцев, как результат - бывают сбои при определении. И, скорее придирка, достаточно увесистый! ",0
1124,"Сухой звук - что в разговорном динамике, что во внешнем. Нет беспроводной зарядки.  Нет отдельного слота под карту памяти - либо две симки, либо симка и карта. ",0
1125,Немного тяжеловат .,0
1126,"1) Всего 16Гб на внутреннем накопителе из которых доступно пользователю около 6 Гб, хотелось бы все таки 32 Гб.2) Тяжело найти броне стекла на 2.5D экран. За то есть отличные пленки со 100% покрытием экрана.3) Для кого-то будет дороговат",0
1127,"2,5D стекло проблематично найти защитное стеало,  хотя это скорее придирка   ",0
1128,"Большеват для своего дисплея, хотелось бы побольше встроенной памяти и процессор пошустрее.",0
1129,Нет NFC. ,0
1130,Особых нареканий нет,0
1131,Батарея,0
1132,Минусы только со стороны операционной системы,0
1133,Нет,0
1134,Посредственная камера и нужно пользоваться usb type-c переходником для проводных наушников или сразу взять беспроводные и не беспокоиться об этом.,0
1135,Первая партия имела заводской дефект ввиде больших щелей между корпусом и лицевым стеклом а также не работающей громкой связи. Очень хрупкий включая на излом.,0
1136,нет,0
1137,Нет,0
1138,в авторежиме фотки менее качественне,0
1139,"Малоемкая батарея, при падении может повредиться механизм камеры, что у меня и случилось.Быстро царапается дисплей без защитной пленки.",0
1140,"Нет оптической стабилизации для съемки в движении, хотя с руки электронная стабилизация справляется",0
1141,пока не выявлены,0
1142,Без чехла скользкий,0
1143,"Очень мало оперативной памяти, через год работы приходится перезагружать каждые 2-3 часа",0
1144,нет,0
1145,не самая лучшая камера на рынке,0
1146,нет,0
1147,С обновлениями системы начинает то там то тут подтупливать.,0
1148,Пока нет,0
1149,"Цена завышена, проц слабый, монобровь(вариативно)",0
1150,Особо не заметил,0
1151,Нет,0
1152,Разъём для зарядки,0
1153,"нет сертификации GOOGLE, нет андройд пэй, не нашел чехол учитывающий наличие тыльного дисплея с окном позволяющим отвечать на вызов не открывая чехла",0
1154,Батареи немного не хватает. Еще бы пару сотен МАЧ. Ну и конечно же зарядный порт type S не каждый штекерочек в твою дырочку лезит. ,0
1155,"Греется, при сильных нагрузках быстро разряжается",0
1156,"Отсутствие отдельного разъёма под наушники. Это стало сюрпризом. В комплекте есть переходник, но кажется что из-за него сильно падает громкость при подключении наушников. NFC, а точнее его отсутствие в смартфоне 2018 года. Так как эта модель на 32 Gb - отсутствие слота под карту памяти можно назвать минусом.",0
1157,Нет,0
1158,"Нет разъема для наушников 3.5 , нет слота для карты памяти",0
1159,Нет!,0
1160,нету,0
1161,Нет авто подсветки экрана.,0
1162,Минусов за год не нашёл ,0
1163,Нет NFC,0
1164,"Из минусов, корпус скользкий, носить только в чехле, из-за чехла скрывается дизайн телефона.",0
1165,Ни одного не заметил. ,0
1166,"Немного кажется тяжеловат, но это только в первый момент. Потом привыкаешь и это совсем не ощутимо и не критично. Плюсов намного больше. ",0
1167,"Внешний вид довольно спорный, в отличие от полноразмерного xz2 не выглядит премиально, но качество материалов отличное. ",0
1168,"1) При подключённых наушниках или включённой громкой связи, микрофон почему-то надеется на гарнитуру наверное, перестаёт в достаточной мере передавать звук, собеседник перестаёт Вас слышать.2) переходник с USB на наушники очень хорошо, но как заряжать?3) замедленная съемка, возможно я не умею пользоваться, но по времени 2 секунды мало. ",0
1169,Я не с первого раза нашел замену потерянному переходнику на наушники ,0
1170,Нет.,0
1171,"Не самый емкий аккумулятор, но на день хватает",0
1172,Не самый громкий динамик,0
1173,"Очень маленький сенсор отпечатков пальцев, как результат - бывают сбои при определении. И, скорее придирка, достаточно увесистый! ",0
1174,"Сухой звук - что в разговорном динамике, что во внешнем. Нет беспроводной зарядки.  Нет отдельного слота под карту памяти - либо две симки, либо симка и карта. ",0
1175,Немного тяжеловат .,0
1176,"1) Всего 16Гб на внутреннем накопителе из которых доступно пользователю около 6 Гб, хотелось бы все таки 32 Гб.2) Тяжело найти броне стекла на 2.5D экран. За то есть отличные пленки со 100% покрытием экрана.3) Для кого-то будет дороговат",0
1177,"2,5D стекло проблематично найти защитное стеало,  хотя это скорее придирка   ",0
1178,"Большеват для своего дисплея, хотелось бы побольше встроенной памяти и процессор пошустрее.",0
1179,Нет NFC. ,0
1180,Особых нареканий нет,0
1181,Батарея,0
1182,Минусы только со стороны операционной системы,0
1183,Нет,0
1184,Посредственная камера и нужно пользоваться usb type-c переходником для проводных наушников или сразу взять беспроводные и не беспокоиться об этом.,0
1185,Первая партия имела заводской дефект ввиде больших щелей между корпусом и лицевым стеклом а также не работающей громкой связи. Очень хрупкий включая на излом.,0
1186,нет,0
1187,Нет,0
1188,в авторежиме фотки менее качественне,0
1189,"Малоемкая батарея, при падении может повредиться механизм камеры, что у меня и случилось.Быстро царапается дисплей без защитной пленки.",0
1190,"Нет оптической стабилизации для съемки в движении, хотя с руки электронная стабилизация справляется",0
1191,пока не выявлены,0
1192,Без чехла скользкий,0
1193,"Очень мало оперативной памяти, через год работы приходится перезагружать каждые 2-3 часа",0
1194,нет,0
1195,не самая лучшая камера на рынке,0
1196,нет,0
1197,С обновлениями системы начинает то там то тут подтупливать.,0
1198,Пока нет,0
1199,"Цена завышена, проц слабый, монобровь(вариативно)",0
1200,Особо не заметил,0
1201,Нет,0
1202,Разъём для зарядки,0
1203,"нет сертификации GOOGLE, нет андройд пэй, не нашел чехол учитывающий наличие тыльного дисплея с окном позволяющим отвечать на вызов не открывая чехла",0
1204,Батареи немного не хватает. Еще бы пару сотен МАЧ. Ну и конечно же зарядный порт type S не каждый штекерочек в твою дырочку лезит. ,0
1205,"Греется, при сильных нагрузках быстро разряжается",0
1206,"Отсутствие отдельного разъёма под наушники. Это стало сюрпризом. В комплекте есть переходник, но кажется что из-за него сильно падает громкость при подключении наушников. NFC, а точнее его отсутствие в смартфоне 2018 года. Так как эта модель на 32 Gb - отсутствие слота под карту памяти можно назвать минусом.",0
1207,Нет,0
1208,"Нет разъема для наушников 3.5 , нет слота для карты памяти",0
1209,Нет!,0
1210,нету,0
1211,Нет авто подсветки экрана.,0
1212,Минусов за год не нашёл ,0
1213,Нет NFC,0
1214,Моно динамик но это не критично. ,0
1215,Нет NFC,0
1216,Минусов за год не нашёл ,0
1217,Камера на 4ку,0
1218,Не нашёл,0
1219,"Отсутствие разъема под наушники 3,5мм",0
1220,"Нет глобальной версии (русского языка), но приложения настроить можно, можно поставить русскую клаву, серфить, записывать контакты и смс на русском, остальное на английском. Батарея 4000мач имхо этого мало. Нет разъёма под наушники (для меня это плюс), тяжеловат почти 200г (для меня это плюс), большой дисплей, палец до верха не до тянется, не уместиться в кармашке (мне тоже в плюс)",0
1221,нет,0
1222,Не скажу их просто нет для меня ,0
1223,"Для меня нет, ну может только цена. Я брал его за 77000р.",0
1224,Очень чувствительный сканер отпечатка пальцев. ,0
1225,Пока что не замечал,0
1226,"При использовании навигатора смартфон имеет нагрев, используя GPS. Если GPS не использовать, то нагрева нет. ",0
1227,"Нестандартное разрешение экранаС непривычки кажется, что экран слишком большойНизкий максимальный уровень громкостиКачество приложенных в комплекте бампера и пленки на экран оставляет желать лучшегоСканер отпечатка пальца иногда подтормаживает, иногда не распознает отпечаток",0
1228,Камера могла быть и получше для смарта 2018 года ,0
1229,"1. Нету NFC (для меня вообще не критично,есть карта,и на этот nfc мне пофиг)На этом,для меня минусы данного монстра закончились .",0
1230,Хотелось бы аккумуляторную батарею посильнее. Ближе к 4000 мАч. ,0
1231,Не очень громкий динамик,0
1232,"сухой звук из динамиков не хватает им басовитости,в наушниках всё прекрасно",0
1233,"При самом первом запуске некоторых программ, например, Блутуса, телефон подвисал. Но потом всё работает без проблем. Нет 3.5 мм разъёма (мне без разницы).",0
1234,"Нет разъема под наушники, через переходник звук ниже среднего.Фронтальная камера внизу (надо переворачивать смарт при съемке) и не сказать, что камера айс... Всего-то 5Мп.Батарея слабовата для такого железа и экрана, хотя на день вполне хватает. Больше всего бесит то, что разряжается, даже если смартфоном не пользуешься - снял с зарядки в субботу в 08.00, после чего положил и смартфоном не пользовался. В воскресенье в 08.00 остаток заряда 55%, т.е. 45% саморазряд за сутки. Это очень много! На предыдущих смартфонах (Mi Max Prime, Mi Note 2) такого не было!",0
1235,"Отсутствие водостойкости как расплата за Джек 3,5",0
1236,Для меня их нет,0
1237,Особых небыло после одного из обновления иногда не сразу срабатывает отпечаток пальца сначала надо нажать кнопку вкл.но редко,0
1238,"Для меня минусов нет. Если только - зеркальная задняя крышка, которая моментально от пальцев пачкается. ",0
1239,"минусам лично для меня что в играх смартфон нагревается до 42 градусов максимум ,средние игры тоже.И скользкий корпус",0
1240,Нет band20: lte плохо работает в помещении,0
1241,"у экрана на солнце не хватает яркости, клавиши под экраном без подсветки, камера слабовата - но это не фотоаппарат, скользкий в руках (можно уронить легко), в ""базе"" отсутствие чёрной задней панели, немного ""не продвинутый"" общий вид смарта...",0
1242,Пока не видел.,0
1243,"настроек под себя маловато, но это уже кому как",0
1244,Моно динамик но это не критично. ,0
1245,Нет NFC,0
1246,Минусов за год не нашёл ,0
1247,Камера на 4ку,0
1248,Не нашёл,0
1249,"Отсутствие разъема под наушники 3,5мм",0
1250,"Нет глобальной версии (русского языка), но приложения настроить можно, можно поставить русскую клаву, серфить, записывать контакты и смс на русском, остальное на английском. Батарея 4000мач имхо этого мало. Нет разъёма под наушники (для меня это плюс), тяжеловат почти 200г (для меня это плюс), большой дисплей, палец до верха не до тянется, не уместиться в кармашке (мне тоже в плюс)",0
1251,нет,0
1252,Не скажу их просто нет для меня ,0
1253,"Для меня нет, ну может только цена. Я брал его за 77000р.",0
1254,Очень чувствительный сканер отпечатка пальцев. ,0
1255,Пока что не замечал,0
1256,"При использовании навигатора смартфон имеет нагрев, используя GPS. Если GPS не использовать, то нагрева нет. ",0
1257,"Нестандартное разрешение экранаС непривычки кажется, что экран слишком большойНизкий максимальный уровень громкостиКачество приложенных в комплекте бампера и пленки на экран оставляет желать лучшегоСканер отпечатка пальца иногда подтормаживает, иногда не распознает отпечаток",0
1258,Камера могла быть и получше для смарта 2018 года ,0
1259,"1. Нету NFC (для меня вообще не критично,есть карта,и на этот nfc мне пофиг)На этом,для меня минусы данного монстра закончились .",0
1260,Хотелось бы аккумуляторную батарею посильнее. Ближе к 4000 мАч. ,0
1261,Не очень громкий динамик,0
1262,"сухой звук из динамиков не хватает им басовитости,в наушниках всё прекрасно",0
1263,"При самом первом запуске некоторых программ, например, Блутуса, телефон подвисал. Но потом всё работает без проблем. Нет 3.5 мм разъёма (мне без разницы).",0
1264,"Нет разъема под наушники, через переходник звук ниже среднего.Фронтальная камера внизу (надо переворачивать смарт при съемке) и не сказать, что камера айс... Всего-то 5Мп.Батарея слабовата для такого железа и экрана, хотя на день вполне хватает. Больше всего бесит то, что разряжается, даже если смартфоном не пользуешься - снял с зарядки в субботу в 08.00, после чего положил и смартфоном не пользовался. В воскресенье в 08.00 остаток заряда 55%, т.е. 45% саморазряд за сутки. Это очень много! На предыдущих смартфонах (Mi Max Prime, Mi Note 2) такого не было!",0
1265,"Отсутствие водостойкости как расплата за Джек 3,5",0
1266,Для меня их нет,0
1267,Особых небыло после одного из обновления иногда не сразу срабатывает отпечаток пальца сначала надо нажать кнопку вкл.но редко,0
1268,"Для меня минусов нет. Если только - зеркальная задняя крышка, которая моментально от пальцев пачкается. ",0
1269,"минусам лично для меня что в играх смартфон нагревается до 42 градусов максимум ,средние игры тоже.И скользкий корпус",0
1270,Нет band20: lte плохо работает в помещении,0
1271,"у экрана на солнце не хватает яркости, клавиши под экраном без подсветки, камера слабовата - но это не фотоаппарат, скользкий в руках (можно уронить легко), в ""базе"" отсутствие чёрной задней панели, немного ""не продвинутый"" общий вид смарта...",0
1272,Пока не видел.,0
1273,"настроек под себя маловато, но это уже кому как",0
1274,"не заметил, но есть одно но",0
1275,"С камерой порой тяжело передать то что видеть, иск.интеллект мешает, а в про настройках долго разбираться, оставляли бы старые готовые решения типа, еда или портрет и т.д впрочем их нет. МИНУСОВ НЕЕЕЕЕЕЕЕТ.",0
1276,Минусов нет.,0
1277,Тонковатый разъем зарядного гнезда.,0
1278,"Я не выявил,все номально",0
1279, Для такой цены минусы не существенны....,0
1280,Их просто нет.,0
1281,"Немного скользкий , но силиконовый чехол всё решает.",0
1282,Нет возможности записи во время звонка.,0
1283,"Пока серьезных не обнаружил, скорее личные придирки: 1) нано-сим (ну неудобно их вставлять в лотке) 2) надо выбирать - либо две симки, либо симка + карта памяти. 3) наклейка с серийным номером и imei прямо на задней крышке. 4) Фотографировать с основной камеры в фирменном чехле (с прозрачной боковой панелью) из-за того, что она (панель на чехле) тонированная, приходится, раскрыв как книжку.",0
1284,- Неадекватная автояркость экрана. Уже привык выставлять вручную. Можно попробовать приложение Lux Auto Brightness - отчасти решает данную проблему.- Посредственные камеры. Для бюджетника - сойдёт.- Некоторых может не устроить цена. Китаец с такой же начинкой стоил бы рублей 8-10. За батарею и бренд придется чуть доплатить. ,0
1285,"Скачки процента зарядки с 93 до 91%,с 76 до 74%,с 59 до 57%,с 43 до 41% и с 26 до 24%,итого 10%,но несмотря на это при активном использовании в среднем держит заряд,лично у меня 35-40 часов.",0
1286,Нет минусов,0
1287,Отсутствие NFC и IP68,0
1288,"Качество снимок не очень,но опять же телефон стоит 12000. Для такой цены снимает очень даже хорошо",0
1289,Для цены этого смартфона минусов скорей нет.,0
1290,"внешний вид уступает конкурентам, модель у меня называется redmi 3s, но мэйл не дает выбрать такую модель",0
1291,"Раньше не было хорошой, прошивки с русской локализацией.",0
1292,"Насчёт «установлены многие современные мессенджеры» у автора статьи бы спросить, где он их нашёл?",0
1293,Жалкое подобие настоящей Nokia. Был поклонником этой марки много лет...  ,0
1294,Все остальное,0
1295,"отрицательные, особенно за такую цену с дешевым пластиковым корпусом и отсутствием возможности применения 4G. Для браузеров маленький экран, а мессенджеров просто нет. и смысла 4 G нет. Купил и жалею...",0
1296,"цена, качество сборки, отсутствие в магазине актуальных программ - мессенджеров.",0
1297,"Чехольчиков пока мало, брал вариант смартфона в красном цвете, задняя крышка красочно разрисована, хочется какой-нибудь полупрозрачный чехол, с противоударными элементами типа ""бампер"". Силиконовый чехол в комплекте уж очень любит грязь собирать, будут альтернативы, поменяю.",0
1298,"Батарея в 3750 очень слабая, хватает на 1 день и то если его не так часто использовать. Если чаще использовать то и на пол дня еле хватает. Иногда подтупливает и выбрасывает из приложений. Сканер лица и отпечаток пальца тоже не всегда сразу срабатывает. Стекло хрупкое на экране поэтому стоит изначально клеить защитное стекло. Телефону нет и года а краска уже отваливается. ",0
1299,"Не массовый разъем.батарея могла быть чуть помощнее, иногда приходится дозарежать вечером.Слабоват динамик,в шумном месте-не хватает,и один.",0
1300,"После айфона недели две привыкала к новому меню, просто непривычно. Маленький выбор чехлов. ",0
1301,Нет,0
1302,"Летом из-за большого размера не очень удобен для ношения.После перемещение фото и видео остаются в нескольких папках, получается копирование.",0
1303,"Минусы-естественно батарея,как я пользуюсь сейчас хватает на 40 часов-это конечно если не играть,интернет идет нормально хоть и 4 G нет по описанию!",0
1304,"Отсутствие слота для карты памяти, лаконичный дизайн",0
1305,"Ну, разве что отсутствие переходника MicroUSB - USB-C в комплекте и дурацкая трёхконтактная ""европейская"" вилка зарядки. ",0
1306,Недостатков нету,0
1307,"Так себе прошивка, ждем 10ку! Неудобное расположение кнопок громкости и питания (часто не попадаешь куда надо), отсутствие ИК-порта, отсутствие стерео, отсутствие влагозащиты (и ведь это флагман!). После распознавания лица сразу переходит к домашнему экрану, поэтому поглазеть на экран блокировки получится только если отвернуть телефон от лица (возможно скорректируют в будущих прошивках)",0
1308,Минусов для себя не нашла. ,0
1309,"Серьёзных нету.1) Нет сканера отпечатков пальцев2) Нужно отдельно покупать наушники. Правда, они у меня уже были3) Как и у всех распространённых смартфонов, нет защиты от воды и ударов.Поэтому лучше сразу купить защитный прозрачный бампер и защитное стекло. Стоят они недорого. Иначе можно побить, если кривые руки:)",0
1310,"Слабовата задняя камера. Днём еще более-менее, цветопередача днём тоже более-менее. А с сумерками ""зерно"" и цветопередача падает. Низкая чувствительность камеры. Нельзя настроить правильно индикатор пропущенных сообщений индивидуально на ""мыло"", ICQ, WhatsApp.  Периодически приходится заходить в настройки, чтоб поменять тип сети на LTE/CDMA/UMTS. Иначе настройка сбивается на TD-SCDMA, принятый тип сети в КНР. Буду надеяться, что этот косяк исправят. Задняя батарея несъемная. Видимо общая тенденция такая. ",0
1311,Батарея,0
1312,Замороченый муви 8. Много мелких косяков в установках.,0
1313,"Довольно хрупкий пластик на вставках, устаревающий MicroUSB",0
1314,"Качество видеокамеры на среднем уровне, больше не к чему придраться",0
1315,"Спереди и сзади стёкла горилагласс, но сзади почему то царапается, спереди нет. Олеофобное выдержало два месяца - пока справляется и дальше, но уже начинает мазаться. Когда пользую в машине на держателе для смартфонов - не дотянуться до сканера пальца - приходится набирать код. Если б сканер был спереди, было бы удобнее. Видео ЮХД не пишет. Звук динамика обычный, хотелось прям божественного. Искал под него не оригинальный чехол, обошел 9!, (девять, Карл) салонов сотовой связи - нифига не нашел (((   Не уверен на 100%, что стоил той тридцадки, которую за него отвалил. Всё время кажется, что какой нибудь леэко или ксяоми за двадцать такой же, и я переплатил. Хотя я фанат хуавей и у меня это уже третий аппарат этого бренда! Вот нравятся они мне и всё тут!!!",0
1316,"Выглядит богато, не хотелось бы одевать его в чехол, но пришлось, скользкий зараза, и протирать его на дню можно по многу раз, так как стеклянный. И минус что нельзя убавить или прибавить громкость, не снимая с блокировки.",0
1317,Звук можно получше. Камера средняя по сравнению с LG G-3 (жене отдал) .Обрезанные названия приложений на экране. ,0
1318,многих приложений нет. Звук при установке вацапа никиакой. Головых сообщений не слышно как входящих так и исходящих. Т.е. динамик на вацап никак не реагирует.,0
1319,За то время что пользуюсь ничего не нашла.,0
1320,Дисплей по яркости очень бюджетный.,0
1321,Боюсь их нет :),0
1322,"Вообще, аппараты Люмия стоят особняком от других марок!",0
1323,Таких нет! :),0
1324,В наличи были только 2-х цветов - в вульгарно розовозолотистом либо в ханжескозолотом за который продавец просил +300руб (вылечил покупкой в Китае пару защитных корпусов из алюминия).16Гб для активных пользователей и меломанов пожалуй маловато ибо живьём остается чуть менее 10Гб(вылечил установкой в лоток собственноручно сделанной котлеты из симки и микросд на 32 Гб),0
1325,Отсутствие наушников в комплекте. ,0
1326,"Из минусов-всего 2 цвета корпуса,жлобский розовый и вульгарный золотой(за последний магазин предложил доплатить 300руб)-вылечил просто заказал за чуть менее 200р пару зеркальных корпусов с боковой защитной рамкой из аллюминия на али-смотрится стильно и строго(опять используя заднюю зеркальную стенку мэнам вполне можно бриться,а дамы вполне смогут подправить макияж)Другой серьёзный минус,это при 16 Гб встроенной памяти (в реале 8-9 остаётся свободными) лоток под сим-карты и микроСД-пришлось самому делать-клеить ""котлету"" (смотрим в ЮТ как сделать ""котлету""-по факту потратил около 15 минут) из микроСД и сим-карты дабы добавить ещё 32Гб к 2 симкам-сделал удачно всё отлично работает и интернет симка и микроСд карта",0
1327,"Чуть камера, чуть экран пачкается. Поленку клеила.",0
1328,"Телефон INOI 7i Lite куплен 2-ва месяца назад.  Происходит одностороннее прерывание связиЯ абонента слышу меня не слышат. Положение телефона в пространстве не меняется. При перезвоне прерывание может происходить неоднократно.  Такое происходит с вероятностью 10%.Является это по причине дефекта телефона или это его ахилисова пята, а может причина в чём-то другом?  С кнопочными телефонами, которыми я пользовался на протяжении 15 лет, такого не наблюдалось. Хотелось по этому поводу узнать  мнение других.  ",0
1329,"Есть не большой нагрев в играх, не критично, они все греются даже айфоны..",0
1330,Отсутствие nfc.,0
1331,"181 грамммм веса, вот 140 было бы шикардос!",0
1332,"Я не нашел. Многие указывают отсутствие NFC и Type-C, но для бюджетного смартфона это не актуально.",0
1333,Шнур зарядного устройства микро usb2 полный отстой,0
1334,Очень сложно найти нормальное защитное стекло в магазинах. Камера не полное гов** но все равно оставляет желать лучшего.Это нельзя конечно назвать минусами но хотелось бы tipe-c и neo )) ) ,0
1335,"Не очень понравилось качество фото, но возможно, дело в кривых руках",0
1336,"Отсутствие полностью русскоязычной прошивки (скоро должна выйти глобальная прошивка), нет наушников в комплекте.",0
1337,"Экран царапается. Пока искал защитное стекло, не удалось избежать царапин, хотя старался обращаться бережно. ",0
1338,Пока не нашел.,0
1339,"За девять месяцев эксплуатации ничего критичного не выявлено. Да не идеален, но по совокупности аналогов на рынке нет! ",0
1340,Не нашел,0
1341,Минусов нет,0
1342,"Всего пользовался шестью смартфонами  Сяоми: redmi note 3 3/32 на mtk. Проработал полтора года и перегорел вовремя зарядки, сейчас пользуюсь redmi note 4 3/32 global на  snapdragon 625. Пока полет нормальный. Покупал друзьям redmi 4x. Полет нормальный,   redmi 5a-также без претензий. А вот redmi note 4 4/64 купил две штуки в разных цветах -у обоих брак микрофона либо шумодава, иногда совершенно не слышно собеседника, как будто кассету зажевало. Речь идет о глобальной версии на sd 625",0
1343,Нет отдельного слота под MicroSD,0
1344,Единственное- нет NFC.,0
1345,"тьфу тьфу тьфу, не обнаружил )))",0
1346,См плюсы,0
1347,в темноте камера слабовата(но родной редактор даже это вытягивает),0
1348,"не заметил, но есть одно но",0
1349,"С камерой порой тяжело передать то что видеть, иск.интеллект мешает, а в про настройках долго разбираться, оставляли бы старые готовые решения типа, еда или портрет и т.д впрочем их нет. МИНУСОВ НЕЕЕЕЕЕЕЕТ.",0
1350,Минусов нет.,0
1351,Тонковатый разъем зарядного гнезда.,0
1352,"Я не выявил,все номально",0
1353, Для такой цены минусы не существенны....,0
1354,Их просто нет.,0
1355,"Немного скользкий , но силиконовый чехол всё решает.",0
1356,Нет возможности записи во время звонка.,0
1357,"Пока серьезных не обнаружил, скорее личные придирки: 1) нано-сим (ну неудобно их вставлять в лотке) 2) надо выбирать - либо две симки, либо симка + карта памяти. 3) наклейка с серийным номером и imei прямо на задней крышке. 4) Фотографировать с основной камеры в фирменном чехле (с прозрачной боковой панелью) из-за того, что она (панель на чехле) тонированная, приходится, раскрыв как книжку.",0
1358,- Неадекватная автояркость экрана. Уже привык выставлять вручную. Можно попробовать приложение Lux Auto Brightness - отчасти решает данную проблему.- Посредственные камеры. Для бюджетника - сойдёт.- Некоторых может не устроить цена. Китаец с такой же начинкой стоил бы рублей 8-10. За батарею и бренд придется чуть доплатить. ,0
1359,"Скачки процента зарядки с 93 до 91%,с 76 до 74%,с 59 до 57%,с 43 до 41% и с 26 до 24%,итого 10%,но несмотря на это при активном использовании в среднем держит заряд,лично у меня 35-40 часов.",0
1360,Нет минусов,0
1361,Отсутствие NFC и IP68,0
1362,"Качество снимок не очень,но опять же телефон стоит 12000. Для такой цены снимает очень даже хорошо",0
1363,Для цены этого смартфона минусов скорей нет.,0
1364,"внешний вид уступает конкурентам, модель у меня называется redmi 3s, но мэйл не дает выбрать такую модель",0
1365,"Раньше не было хорошой, прошивки с русской локализацией.",0
1366,"Насчёт «установлены многие современные мессенджеры» у автора статьи бы спросить, где он их нашёл?",0
